gene
RPL23AP65
RPL23AP67
RPL23AP7
RPL23AP72
RPL23AP74
RPL23AP75
RPL23AP77
RPL23AP78
RPL23AP8
RPL23AP81
RPL23AP82
RPL23AP87
RPL23AP88
RPL23AP92
RPL23AP93
RPL23AP95
RPL23AP96
RPL23AP97
RPL23P10
RPL23P2
RPL23P4
RPL23P8
RPL24
RPL24P2
RPL24P4
RPL24P7
RPL24P8
RPL26
RPL26L1
RPL26P19
RPL26P27
RPL26P3
RPL26P30
RPL26P35
RPL26P37
RPL26P6
RPL27
RPL27A
RPL27AP
RPL27AP5
RPL27AP8
RPL28
RPL29
RPL29P11
RPL29P12
RPL29P14
RPL29P19
RPL29P2
RPL29P24
RPL29P3
RPL29P33
RPL3
RPL30
RPL30P11
RPL30P13
RPL30P14
RPL30P4
RPL30P7
RPL31
RPL31P11
RPL31P12
RPL31P2
RPL31P28
RPL31P35
RPL31P40
RPL31P44
RPL31P47
RPL31P49
RPL31P52
RPL31P57
RPL31P61
RPL31P63
RPL31P7
RPL32
RPL32P1
RPL32P23
RPL32P26
RPL32P3
RPL32P31
RPL32P34
RPL34
RPL34-AS1
RPL34P1
RPL34P18
RPL34P20
RPL34P22
RPL34P23
RPL34P26
RPL34P27
RPL34P3
RPL34P31
RPL34P33
RPL34P34
RPL34P6
RPL35
RPL35A
RPL35AP19
RPL35AP21
RPL35AP26
RPL35AP28
RPL35AP30
RPL35AP32
RPL35AP33
RPL35AP35
RPL35AP4
RPL35P1
RPL35P2
RPL35P3
RPL35P5
RPL35P6
RPL36
RPL36A
RPL36AL
RPL36AP13
RPL36AP15
RPL36AP21
RPL36AP26
RPL36AP33
RPL36AP39
RPL36AP40
RPL36AP41
RPL36AP43
RPL36AP45
RPL36AP48
RPL36P16
RPL36P2
RPL36P20
RPL37
RPL37A
RPL37AP1
RPL37AP8
RPL37P1
RPL37P15
RPL37P18
RPL37P2
RPL37P23
RPL37P3
RPL37P6
RPL38
RPL38P4
RPL39
RPL39L
RPL39P
RPL39P18
RPL39P26
RPL39P3
RPL39P36
RPL39P38
RPL39P40
RPL39P5
RPL3L
RPL3P1
RPL3P13
RPL3P2
RPL3P3
RPL3P4
RPL3P5
RPL3P6
RPL3P7
RPL3P9
RPL4
RPL41
RPL41P1
RPL41P2
RPL41P5
RPL4P1
RPL4P2
RPL4P3
RPL4P4
RPL4P5
RPL4P6
RPL5
RPL5P1
RPL5P10
RPL5P11
RPL5P12
RPL5P13
RPL5P16
RPL5P17
RPL5P18
RPL5P2
RPL5P22
RPL5P23
RPL5P24
RPL5P25
RPL5P28
RPL5P29
RPL5P3
RPL5P30
RPL5P32
RPL5P33
RPL5P34
RPL5P35
RPL5P4
RPL5P5
RPL5P6
RPL5P8
RPL5P9
RPL6
RPL6P24
RPL6P25
RPL6P27
RPL6P8
RPL6P9
RPL7
RPL7A
RPL7AP10
RPL7AP11
RPL7AP14
RPL7AP15
RPL7AP26
RPL7AP28
RPL7AP30
RPL7AP31
RPL7AP34
RPL7AP50
RPL7AP52
RPL7AP53
RPL7AP6
RPL7AP60
RPL7AP64
RPL7AP66
RPL7AP7
RPL7AP73
RPL7AP8
RPL7AP9
RPL7L1
RPL7L1P12
RPL7L1P3
RPL7L1P8
RPL7L1P9
RPL7P1
RPL7P12
RPL7P14
RPL7P15
RPL7P16
RPL7P18
RPL7P19
RPL7P20
RPL7P21
RPL7P22
RPL7P23
RPL7P24
RPL7P25
RPL7P26
RPL7P31
RPL7P32
RPL7P38
RPL7P4
RPL7P41
RPL7P42
RPL7P43
RPL7P44
RPL7P46
RPL7P47
RPL7P48
RPL7P49
RPL7P50
RPL7P51
RPL7P52
RPL7P56
RPL7P58
RPL7P59
RPL7P6
RPL7P60
RPL7P7
RPL7P8
RPL7P9
RPL8
RPL8P2
RPL9
RPL9P16
RPL9P18
RPL9P2
RPL9P21
RPL9P28
RPL9P29
RPL9P3
RPL9P32
RPL9P33
RPL9P5
RPL9P7
RPL9P9
RPS10
RPS10P14
RPS10P16
RPS10P2
RPS10P27
RPS10P28
RPS10P3
RPS10P5
RPS10P7
RPS11
RPS11P5
RPS11P6
RPS12
RPS12P16
RPS12P17
RPS12P18
RPS12P2
RPS12P20
RPS12P23
RPS12P26
RPS12P27
RPS12P28
RPS12P31
RPS12P5
RPS13
RPS13P2
RPS14
RPS14P4
RPS14P8
RPS15
RPS15A
RPS15AP1
RPS15AP10
RPS15AP11
RPS15AP12
RPS15AP16
RPS15AP17
RPS15AP18
RPS15AP24
RPS15AP28
RPS15AP29
RPS15AP30
RPS15AP36
RPS15AP38
RPS15AP40
RPS15AP5
RPS15AP6
RPS15P5
RPS15P9
RPS16
RPS16P5
RPS16P8
RPS17
RPS17P1
RPS17P2
RPS17P5
RPS18
RPS18P1
RPS18P12
RPS18P13
RPS18P9
RPS19
RPS19BP1
RPS19P1
RPS19P3
RPS19P7
RPS2
RPS20
RPS20P10
RPS20P14
RPS20P2
RPS20P20
RPS20P22
RPS20P23
RPS20P24
RPS20P31
RPS20P32
RPS20P33
RPS20P35
RPS20P4
RPS21
RPS21P4
RPS23
RPS23P1
RPS23P6
RPS23P7
RPS23P8
RPS24
RPS24P13
RPS24P14
RPS24P17
RPS24P6
RPS24P7
RPS24P8
RPS25
RPS25P9
RPS26
RPS26P11
RPS26P13
RPS26P15
RPS26P2
RPS26P21
RPS26P28
RPS26P3
RPS26P31
RPS26P35
RPS26P38
RPS26P39
RPS26P42
RPS26P43
RPS26P47
RPS26P52
RPS26P6
RPS26P8
RPS27
RPS27A
RPS27AP1
RPS27AP11
RPS27AP12
RPS27AP16
RPS27AP19
RPS27AP2
RPS27AP6
RPS27AP9
RPS27L
RPS27P14
RPS27P15
RPS27P16
RPS27P21
RPS27P25
RPS27P27
RPS27P29
RPS28
RPS28P7
RPS29
RPS29P11
RPS29P14
RPS29P16
RPS29P17
RPS29P19
RPS29P20
RPS29P21
RPS29P3
RPS29P32
RPS29P5
RPS29P8
RPS2P1
RPS2P24
RPS2P28
RPS2P32
RPS2P35
RPS2P36
RPS2P4
RPS2P41
RPS2P44
RPS2P45
RPS2P46
RPS2P48
RPS2P5
RPS2P52
RPS2P55
RPS2P6
RPS2P7
RPS3
RPS3A
RPS3AP12
RPS3AP14
RPS3AP2
RPS3AP23
RPS3AP24
RPS3AP25
RPS3AP26
RPS3AP29
RPS3AP3
RPS3AP32
RPS3AP34
RPS3AP35
RPS3AP36
RPS3AP37
RPS3AP38
RPS3AP39
RPS3AP40
RPS3AP43
RPS3AP44
RPS3AP46
RPS3AP47
RPS3AP49
RPS3AP5
RPS3AP54
RPS3AP6
RPS3P1
RPS3P2
RPS3P6
RPS3P7
RPS4X
RPS4XP1
RPS4XP11
RPS4XP12
RPS4XP13
RPS4XP14
RPS4XP16
RPS4XP17
RPS4XP2
RPS4XP20
RPS4XP22
RPS4XP3
RPS4XP5
RPS4XP6
RPS4XP7
RPS4XP8
RPS4Y1
RPS4Y2
RPS5
RPS5P2
RPS6
RPS6KA1
RPS6KA2
RPS6KA2-IT1
RPS6KA3
RPS6KA4
RPS6KA5
RPS6KA6
RPS6KB1
RPS6KB2
RPS6KB2-AS1
RPS6KC1
RPS6KL1
RPS6P12
RPS6P16
RPS6P20
RPS6P21
RPS6P22
RPS6P25
RPS6P8
RPS7
RPS7P1
RPS7P10
RPS7P11
RPS7P14
RPS7P15
RPS7P2
RPS7P3
RPS7P4
RPS7P8
RPS8
RPS8P3
RPS8P4
RPS8P6
RPS9
RPS9P1
RPLP0
RPLP0P2
RPLP0P6
RPLP1
RPLP1P13
RPLP1P6
RPLP2
RPLP2P1
HSP90AA1
HSP90AA2P
HSP90AA4P
HSP90AA5P
HSP90AA6P
HSP90AB1
HSP90AB2P
HSP90AB3P
HSP90AB4P
HSP90AB6P
HSP90AB7P
HSP90B1
HSP90B2P
HSP90B3P
HSPA12A
HSPA12B
HSPA13
HSPA14
HSPA1A
HSPA1B
HSPA1L
HSPA2
HSPA4
HSPA4L
HSPA5
HSPA6
HSPA7
HSPA8
HSPA8P1
HSPA8P11
HSPA8P14
HSPA8P15
HSPA8P16
HSPA8P3
HSPA8P4
HSPA8P5
HSPA8P7
HSPA8P8
HSPA8P9
HSPA9
HSPA9P1
HSPB1
HSPB11
HSPB1P1
HSPB1P2
HSPB2
HSPB3
HSPB6
HSPB7
HSPB8
HSPB9
HSPBAP1
HSPBP1
HSPD1
HSPD1P1
HSPD1P10
HSPD1P11
HSPD1P12
HSPD1P16
HSPD1P21
HSPD1P3
HSPD1P4
HSPD1P5
HSPD1P6
HSPD1P9
HSPE1
HSPE1P11
HSPE1P13
HSPE1P18
HSPE1P2
HSPE1P25
HSPE1P26
HSPE1P27
HSPE1P28
HSPE1P3
HSPE1P4
HSPE1P5
HSPE1P6
HSPE1P7
HSPE1P8
HSPG2
HSPH1
DNAJA1
DNAJA1P3
DNAJA2
DNAJA3
DNAJA4
DNAJB1
DNAJB11
DNAJB12
DNAJB13
DNAJB14
DNAJB1P1
DNAJB2
DNAJB4
DNAJB5
DNAJB5-AS1
DNAJB6
DNAJB7
DNAJB9
DNAJC1
DNAJC10
DNAJC11
DNAJC12
DNAJC13
DNAJC14
DNAJC15
DNAJC16
DNAJC17
DNAJC18
DNAJC19
DNAJC19P3
DNAJC19P5
DNAJC19P9
DNAJC2
DNAJC21
DNAJC22
DNAJC24
DNAJC25
DNAJC27
DNAJC27-AS1
DNAJC28
DNAJC3
DNAJC3-AS1
DNAJC30
DNAJC4
DNAJC5
DNAJC5B
DNAJC5G
DNAJC6
DNAJC7
DNAJC8
DNAJC8P1
DNAJC9
DNAJC9-AS1
HBA1
HBA2
HBB
HBD
HBE1
HBM
HBG1
HBG2
HBQ1
HBZ
ANLN
ASPM
BIRC5
CCNA2
CCNB1
CCNB2
CCND1
CD63
CDC20
CDCA8
CDKN3
CENPE
CENPF
CEP55
CKAP2L
DLGAP5
FOXM1
GTSE1
H2AFZ
HJURP
HMGB1
HMGB1P5
HMGB2
HMMR
KIAA0101
KIF11
KIF14
KIF15
KIF2C
LMNA
MCM3
MKI67
NCAPG
NUSAP1
PCNA
PLK1
PRC1
RRM2
SMC4
STMN1
TK1
TOP2A
TPX2
TUBA1B
TUBB
TYMS
UBE2C
HIST1H1A
HIST1H1C
HIST1H1D
HIST1H1E
HIST1H2AB
HIST1H2AC
HIST1H2AE
HIST1H2AG
HIST1H2AH
HIST1H2AI
HIST1H2AJ
HIST1H2AK
HIST1H2APS5
HIST1H2BB
HIST1H2BC
HIST1H2BD
HIST1H2BE
HIST1H2BF
HIST1H2BG
HIST1H2BH
HIST1H2BI
HIST1H2BJ
HIST1H2BL
HIST1H2BM
HIST1H2BN
HIST1H2BO
HIST1H3A
HIST1H3B
HIST1H3C
HIST1H3H
HIST1H3I
HIST1H3J
HIST1H4A
HIST1H4B
HIST1H4D
HIST1H4E
HIST1H4F
HIST1H4H
HIST1H4I
HIST1H4J
HIST1H4L
HIST2H2AB
HIST2H2AC
HIST2H2BE
HIST2H2BF
HIST2H3D
HIST3H2BB
HIST4H4
TRADD
TRAJ1
TRAJ10
TRAJ11
TRAJ12
TRAJ13
TRAJ14
TRAJ16
TRAJ17
TRAJ18
TRAJ19
TRAJ2
TRAJ20
TRAJ21
TRAJ22
TRAJ23
TRAJ24
TRAJ25
TRAJ26
TRAJ27
TRAJ28
TRAJ29
TRAJ3
TRAJ30
TRAJ31
TRAJ32
TRAJ33
TRAJ34
TRAJ35
TRAJ36
TRAJ37
TRAJ38
TRAJ39
TRAJ4
TRAJ40
TRAJ41
TRAJ42
TRAJ43
TRAJ44
TRAJ45
TRAJ46
TRAJ47
TRAJ48
TRAJ49
TRAJ5
TRAJ50
TRAJ51
TRAJ52
TRAJ53
TRAJ54
TRAJ55
TRAJ56
TRAJ57
TRAJ59
TRAJ6
TRAJ61
TRAJ7
TRAJ8
TRAJ9
TRAV1-1
TRAV1-2
TRAV10
TRAV11
TRAV12-1
TRAV12-2
TRAV12-3
TRAV13-1
TRAV13-2
TRAV14DV4
TRAV15
TRAV16
TRAV17
TRAV18
TRAV19
TRAV2
TRAV20
TRAV21
TRAV22
TRAV23DV6
TRAV24
TRAV25
TRAV26-1
TRAV26-2
TRAV27
TRAV29DV5
TRAV3
TRAV30
TRAV34
TRAV35
TRAV36DV7
TRAV37
TRAV38-1
TRAV38-2DV8
TRAV39
TRAV4
TRAV40
TRAV41
TRAV5
TRAV6
TRAV8-1
TRAV8-2
TRAV8-3
TRAV8-4
TRAV8-5
TRAV8-6
TRAV9-2
TRBD1
TRBJ1-1
TRBJ1-2
TRBJ1-3
TRBJ1-4
TRBJ1-5
TRBJ1-6
TRBJ2-1
TRBJ2-2
TRBJ2-2P
TRBJ2-3
TRBJ2-4
TRBJ2-5
TRBJ2-6
TRBJ2-7
TRBV1
TRBV10-1
TRBV10-2
TRBV10-3
TRBV11-1
TRBV11-2
TRBV11-3
TRBV12-3
TRBV12-4
TRBV12-5
TRBV13
TRBV14
TRBV15
TRBV16
TRBV18
TRBV19
TRBV2
TRBV20-1
TRBV21-1
TRBV22-1
TRBV23-1
TRBV24-1
TRBV25-1
TRBV26OR9-2
TRBV27
TRBV28
TRBV29-1
TRBV3-1
TRBV30
TRBV4-1
TRBV4-2
TRBV5-1
TRBV5-3
TRBV5-4
TRBV5-5
TRBV5-6
TRBV6-1
TRBV6-2
TRBV6-4
TRBV6-5
TRBV6-6
TRBV6-8
TRBV7-1
TRBV7-2
TRBV7-3
TRBV7-4
TRBV7-5
TRBV7-6
TRBV7-7
TRBV7-9
TRBV8-2
TRBV9
TRBVB
TRDD3
TRDJ1
TRDJ2
TRDJ3
TRDV1
TRDV2
TRDV3
TRGJ1
TRGJ2
TRGJP
TRGJP1
TRGJP2
TRGV1
TRGV10
TRGV11
TRGV2
TRGV3
TRGV4
TRGV5
TRGV5P
TRGV6
TRGV7
TRGV8
TRGV9
IGHD2-15
IGHD2-2
IGHD3-16
IGHD3-22
IGHD3-3
IGHD3-9
IGHD4-23
IGHD6-25
IGHEP1
IGHEP2
IGHGP
IGHJ1
IGHJ1P
IGHJ2
IGHJ2P
IGHJ3
IGHJ3P
IGHJ4
IGHJ5
IGHJ6
IGHMBP2
IGHV1-12
IGHV1-17
IGHV1-18
IGHV1-2
IGHV1-24
IGHV1-3
IGHV1-45
IGHV1-46
IGHV1-58
IGHV1-67
IGHV1-69
IGHV1-69-2
IGHV1-69D
IGHV1OR15-2
IGHV1OR15-9
IGHV2-26
IGHV2-5
IGHV2-70
IGHV2-70D
IGHV3-11
IGHV3-13
IGHV3-15
IGHV3-16
IGHV3-20
IGHV3-21
IGHV3-22
IGHV3-23
IGHV3-29
IGHV3-30
IGHV3-32
IGHV3-33
IGHV3-35
IGHV3-38
IGHV3-41
IGHV3-42
IGHV3-43
IGHV3-47
IGHV3-48
IGHV3-49
IGHV3-52
IGHV3-53
IGHV3-6
IGHV3-62
IGHV3-64
IGHV3-64D
IGHV3-65
IGHV3-66
IGHV3-69-1
IGHV3-7
IGHV3-71
IGHV3-72
IGHV3-73
IGHV3-74
IGHV3-79
IGHV3OR15-7
IGHV3OR16-13
IGHV3OR16-6
IGHV3OR16-8
IGHV4-28
IGHV4-31
IGHV4-34
IGHV4-39
IGHV4-4
IGHV4-55
IGHV4-59
IGHV4-61
IGHV4-80
IGHV5-10-1
IGHV5-51
IGHV5-78
IGHV6-1
IGHV7-4-1
IGHV7-40
IGHV7-56
IGHV7-81
IGHVII-44-2
IGHVII-60-1
IGHVIII-38-1
IGKC
IGKJ1
IGKJ3
IGKJ4
IGKJ5
IGKV1-12
IGKV1-13
IGKV1-16
IGKV1-17
IGKV1-27
IGKV1-33
IGKV1-37
IGKV1-39
IGKV1-5
IGKV1-6
IGKV1-8
IGKV1-9
IGKV1D-12
IGKV1D-13
IGKV1D-16
IGKV1D-17
IGKV1D-27
IGKV1D-33
IGKV1D-39
IGKV1D-42
IGKV1D-43
IGKV1D-8
IGKV1OR2-108
IGKV1OR2-118
IGKV1OR2-6
IGKV2-18
IGKV2-24
IGKV2-26
IGKV2-28
IGKV2-29
IGKV2-30
IGKV2-4
IGKV2D-24
IGKV2D-26
IGKV2D-28
IGKV2D-29
IGKV2D-30
IGKV2D-40
IGKV2OR2-1
IGKV2OR22-3
IGKV2OR22-4
IGKV3-11
IGKV3-15
IGKV3-20
IGKV3-7
IGKV3D-11
IGKV3D-15
IGKV3D-20
IGKV3D-7
IGKV3OR2-268
IGKV4-1
IGKV5-2
IGKV6-21
IGKV6D-21
IGKV6D-41
IGKV7-3
IGLC2
IGLC3
IGLC4
IGLC5
IGLC6
IGLC7
IGLJ2
IGLJ3
IGLJ7
IGLJCOR18
IGLL1
IGLL3P
IGLL4P
IGLL5
IGLON5
IGLV1-36
IGLV1-40
IGLV1-41
IGLV1-44
IGLV1-47
IGLV1-50
IGLV1-51
IGLV10-54
IGLV11-55
IGLV2-11
IGLV2-14
IGLV2-18
IGLV2-23
IGLV2-28
IGLV2-33
IGLV2-34
IGLV2-5
IGLV2-8
IGLV3-1
IGLV3-10
IGLV3-12
IGLV3-13
IGLV3-16
IGLV3-19
IGLV3-2
IGLV3-21
IGLV3-22
IGLV3-24
IGLV3-25
IGLV3-27
IGLV3-29
IGLV3-31
IGLV3-6
IGLV3-9
IGLV4-3
IGLV4-60
IGLV4-69
IGLV5-37
IGLV5-45
IGLV5-48
IGLV5-52
IGLV6-57
IGLV7-35
IGLV7-43
IGLV7-46
IGLV8-61
IGLV9-49
IGLVI-70
ATF3
BTG2
CEBPB
CEBPB-AS1
CEBPD
CXCL1
EGR1
FOS
FOSB
FOSL1
FOSL1P1
FOSL2
ID3
IER2
JUN
JUNB
JUND
MT1A
MT1B
MT1E
MT1F
MT1G
MT1H
MT1L
MT1M
MT1X
MT2A
NFKBIA
NR4A1
PPP1R15A
SOCS3
UBC
ZFP36
ISG15
MX1
IFIT3
RSAD2
IFIT1
IFI6
OAS1
STAT1
IFI44L
IFIT2
PLSCR1
MX2
GBP1
OAS3
HERC5
IFI16
IRF7
STAT2
SP100
IFITM1
GBP5
IFITM2
IFITM3
GBP4
USP18
ACTG1
ATF3
BRD2
BTG2
CCNL1
DDX5
DNAJA1
DNAJB4
DUSP1
EGR1
EGR2
ERRFI1
FOS
FOSB
GADD45G
H3F3B
HSP90AA1
HSPA1A
HSPA8
HSPB1
IER2
IER3
IFRD1
JUN
JUNB
KLF6
MT1A
MYD88
NFKBIA
NFKBIZ
NOP58
NR4A1
PNRC1
PPP1R15A
SAT1
SOCS3
SQSTM1
TRIB1
UBC
ZFP36
ZFP36L1
CSF3
GAL
NPY
HSPA1B
CXCL1
DNAJB1
BDKRB1
ADAMTS4
FOSL1
IL6
JUND
IDO2
ST8SIA2
SELE
1700029H14RIK
EGR3
HSPH1
GDF15
GM13889
CLCF1
CCL2
SOCS1
D930032P07RIK
PDPN
TMSB10
CATSPERD
CREB3L3
UTP14B
SELP
BCL3
SLC4A11
CFAP45
EPHX3
CCL7
LIF
PTK6
HAS1
CXCL2
CRTAM
RPS27
WDR95
RND1
RTN4RL2
UPP1
TNFAIP6
IKZF4
POU2F3
NFKBIE
MYC
CADM4
ISG15
MIRG
CSRNP1
KCNMB3
CD63
IFITM3
PLAUR
FNDC4
MT2
PTGS2
CXCL3
MAFF
MAP2
ITPKC
MLANA
MARCKSL1
ISG20
FXYD4
TNFRSF12A
MSC
CCDC38
LMNA
ARID5A
GM5475
NBL1
TUBB6
MYOD1
BAMBI
TNFAIP3
SBNO2
SPON2
GM1305
TAGLN2
PLK3
B230216N24RIK
TM4SF1
MANF
RPL31
RAB20
GADD45B
RPL9
ROR2
ERF
HID1
RPL19
PLEK2
RPS29
NUP210L
GPRC5A
BEST1
F2R
RPL12
TNF
TNFSF9
EMP3
HSPA5
MT1
DUSP5
RAD54L
ID1
RPL11
PLEKHG6
PMEPA1
CCL4
TGIF1
GAS2L1
FAU
ABHD2
RELB
SIAH2
CRLF2
NECTIN2
RASL11A
DPY19L3
RPL10A
NFE2
CXCL10
UBASH3B
B2M
UCK2
SPRY4
SDCBP2
CFL1
DTL
UHRF1
RPS6
PHGDH
GRIP2
RUNX1
GRASP
TATDN2
RPL36
OSGIN1
CD9
CHPF
TIMP1
IRF7
NGF
NTF3
1700011H14RIK
FSCN1
MCM5
IGF2BP2
ZC3H12A
PMAIP1
CLIC1
FRMD6
TFPI2
S100A10
VEGFC
CHRNA9
LITAF
RPS27A
ICAM1
GRHL1
STX11
UBB
4930427A07RIK
S100A6
ARL4D
RPL27
ITGA11
POLN
BLNK
RRAD
RPS17
PTMA
1700066B19RIK
PSAT1
BTG3
S100A11
TNC
SNRPF
TUBB2A
PLAT
RALGDS
FSTL3
PVR
GSAP
MTFR2
SDC1
KLF16
NFKB2
CSTB
TNFRSF9
SOX9
CEBPB
ARRDC2
TXNIP
ZBTB16
FOXO1
KLF15
DDIT4
TSC22D3
KLHL33
ZFP763
PPARA
NCTC1
GPR157
FGF1
ZFP729B
RABEP2
ZFP963
ZFP867
ZFP691
RBM24
TRP53INP1
LPIN1
MYF6
ZFP770
MAF
FKBP5
BCL2L1
NET1
4632427E13RIK
MYLK2
ACOT2
BC002059
ZFP119B
PRICKLE3
4632415L05RIK
ZFP874A
FAM160B1
ZBTB6
ZFP65
FAM126B
TTC30B
MTX3
LIPE
JRKL
MFSD4B3
METTL18
ZBTB26
MED18
ACTR6
NUDT18
ZFP935
PDE7A
HIST1H4I
GPT2
HPS6
ABCA1
CDKN1B
KLHL28
XIAP
METTL7A1
RAB30
EHHADH
TMEM69
USP2
ZSCAN26
AW146154
MTSS1
ZFP708
BTLA
PROB1
ZFP959
SLC33A1
AP5S1
E130102H24RIK
PAG1
ALPK3
DDX28
MS4A6C
ZFP617
ZFP738
FAM76B
ZFP874B
SENP8
NPR3
ZFP799
CCDC51
THRB
CYP27A1
ZFP955B
ZFP784
IL15RA
ZSCAN12
ORC5
LIPT2
TEFM
ZFP128
SLC38A3
LYPLAL1
FAM214A
ZFP994
ZFP870
ZFP931
MALT1
ZFP292
RANBP6
IRF2BP2
GPR146
TTPA
ZFP322A
TMEM245
THTPA
ZKSCAN14
